question,answer,chunk,chunk_id,source
What are the key obligations of the Contractor regarding the Personal Information in this Agreement?,"The key obligations of the Contractor regarding the Personal Information in this Agreement are to use or disclose the Personal Information only for the purposes of this Agreement, comply with the Privacy Act 1988 (Cth), and not engage in any act that would breach the Australian Privacy Principles. Additionally, the Contractor must notify ASC Shipbuilding of any breaches or possible breaches of the obligations, ensure awareness and compliance of the Contractor's Personnel with the obligations, and ensure subcontractors also fulfill the obligations.","of performing this Agreement, use or disclose 
that Personal Information only for the purposes of this Agreement subject to any applicable 
exceptions in the Privacy Act 1988 (Cth); 
Document Number : LEG.ASCSB.14.HB 
Document Issue : 1 
 
 
 Page 26 of 
32 
BAE SYSTEMS IN CONFIDENCE (b) comply with its obligations under the Privacy Act 1988 (Cth); and 
(c) as a contracted service provider, not do any act or engage in any practice which, if done or 
engaged in by ASC Shipbuilding or the Commonwealth, would be a breach of the Australian 
Privacy Principles. 
24.2 The Contractor shall notify ASC Shipbuilding as soon as reasonably practicable if : 
(a) it becomes aware of a breach or possible breach of any of the obligations contained or 
referred to in this cla use 24 , whether by the Contractor, the Contractor’s Personnel or any 
other person to whom the Personal Information has been disclosed for the purposes of this 
Agreement ; or 
(b) in relation to Personal Information obtained in the course of performing the Agreement: 
(i) it becomes aware that a disclosure of such Personal Information may be required 
by law; or 
(ii) it is approached by the Privacy Commissioner . 
24.3 The Contractor shall ensure that the Contractor’s Personnel who deal with Personal Information for 
the purposes of this Agreement are aware of, and comply with, this clause 24 . 
24.4 The Contractor shall ensure that any Subcontract entered into for the purposes of fulfilling its 
obligations under",49,Minor Services Agreement.docx.pdf
What provisions should the Contractor ensure in any Subcontract entered into for the purposes of fulfilling its obligations under this Agreement?,"The Contractor should ensure that any Subcontract contains provisions to ensure that the Subcontractor complies with clauses 24.1, 24.2, and 24.3 for fulfilling its obligations under this Agreement. This requirement is essential to maintain compliance with the terms and conditions outlined in the Agreement and to ensure that all parties involved adhere to the specified clauses and obligations.","purposes of this Agreement are aware of, and comply with, this clause 24 . 
24.4 The Contractor shall ensure that any Subcontract entered into for the purposes of fulfilling its 
obligations under this Agreement contains provisions to ensure that the Subcontractor complies with 
clauses 24.1, 24.2 and 24.3. 
24.5 Neither party will disclose Personal Information about an individual to a recipient outside of Australia , 
or use a cloud service provider to store or process Personal Information in a jurisdiction outside of 
Australia , without the prior consent of the other. 
24.6 Notwithstanding clause 24.5, the Contractor acknowledges and agrees that Personal Information 
may be shared with members of the BAE Systems Group that have a need to know, including 
operations in the United Kingdom. 
25 Offset 
25.1 The Contractor: 
(a) agrees and understands that ASC Shipbuilding, other companies within the BAE Systems 
Group and associated companies of BAE Systems Plc accrue significant offset obligations 
resulting from international sales. To assist in satisfying these obligations, ASC Shipbuilding 
may wish to take advantage of the Contractor's offshore supply chain and investment 
activity, in order that potential offset credits can be claimed in identified target markets; 
Document Number : LEG.ASCSB.14.HB 
Document Issue : 1 
 
 
 Page 27 of 
32 
BAE SYSTEMS IN CONFIDENCE (b) agrees and acknowledges that companies within the BAE Systems Group and associated 
companies thereof",50,Minor Services Agreement.docx.pdf
What obligations does the Contractor have regarding the utilization of Services and subcontracts in relation to offset obligations?,"The Contractor is obligated to seek and obtain ASC Shipbuilding's written permission before using the Services and/or any subcontracts to fulfill offset obligations. Additionally, the Contractor must assist in registering the Services with appropriate bodies as a satisfactory offset when requested by ASC Shipbuilding. If the offset involves US defense articles or services, the Contractor must consult with ASC Shipbuilding on ITAR brokering requirements and seek necessary Authorisation in a timely manner.","Number : LEG.ASCSB.14.HB 
Document Issue : 1 
 
 
 Page 27 of 
32 
BAE SYSTEMS IN CONFIDENCE (b) agrees and acknowledges that companies within the BAE Systems Group and associated 
companies thereof may be entitled to utilise through ASC Shipbuilding the total value of the 
Services and any subcontracts placed by the Contractor arising from the Services , as 
fulfilment in whole or in part of any offset obligation placed, or to be placed, upon a company 
in the BAE Systems Group or an associated company thereof by an overseas customer; 
(c) shall first seek and obtain ASC Shipbuilding’s written permission prior to using the Services 
and/or any subcontracts arising from the Services in satisfaction of the Contractor’s own or 
any of the Contractor’s other customers’ offset obligations; 
(d) shall, on request by ASC Shipbuilding, assist the relevant company in registering the 
Services with the appropriate bodies as a satisfactory offset; and 
(e) if the offset involves US defense articles or defense services, shall consult with ASC 
Shipbuilding on the applicability of any ITAR brokering requirements and each, as may be 
appropriate given the nature of the offset transaction, shall seek any necessary 
Authorisation in a timely manner. 
26 Cooperation with others 
26.1 The Contractor shall, and shall use reasonable endeavours to ensure that each of its subcontractors, 
in undertaking work in relation to this Agreement or any Subcontract, cooperate and collaborate with 
ASC",51,Minor Services Agreement.docx.pdf
What are the Contractor's obligations regarding the GFM and PFM in relation to ASC Shipbuilding and the Commonwealth in the Hunter Class Frigate Program?,"The Contractor is obligated to ensure that its subcontractors cooperate and collaborate with ASC Shipbuilding, the Commonwealth, and related parties in the Hunter Class Frigate Program. Specifically, the Contractor must provide assistance and information to ASC Shipbuilding regarding the use of GFM and PFM, work together with relevant parties to understand requirements and address limitations, and provide necessary data to ASC Shipbuilding while adhering to security requirements.","shall, and shall use reasonable endeavours to ensure that each of its subcontractors, 
in undertaking work in relation to this Agreement or any Subcontract, cooperate and collaborate with 
ASC Shipbuilding, the Commonwealth and any contractors of ASC Shipbuilding or t he 
Commonwealth in relation to the Hunter Class Frigate Program. 
26.2 Not Used 
26.3 Not Used 
27 GFM and PFM – Provision and Management 
27.1 The Contractor shall ensure that, if requested by ASC Shipbuilding in relation to specific GFM and 
PFM, the Contractor and Contractor’s Personnel: 
(a) provide all reasonable assistance and information to ASC Shipbuilding to understand the 
Contractor's requirements in respect of the use of the GFM and PFM, including in relation 
to the procurement, design, installation, integration or incorporation of the GFM and PFM; 
(b) actively work together, and cooperate and collaborate, with ASC Shipbuilding, the 
Commonwealth, Commonwealth contractors and associated parties (such as the US 
Government) to: 
(i) understand and finalise ASC Shipbuilding requirements for the GFM, PFM and 
related specifications and data; and 
(ii) address any restrictions or limitations arising from the use of the GFM and PFM, 
including in respect of any controlled information related to the GFM and PFM; and 
Document Number : LEG.ASCSB.14.HB 
Document Issue : 1 
 
 
 Page 28 of 
32 
BAE SYSTEMS IN CONFIDENCE (c) subject to Commonwealth security requirements, provide to ASC Shipbuilding, any",52,Minor Services Agreement.docx.pdf
What policies of general application relevant or applicable to this Agreement must the Contractor comply with according to the paragraph?,"According to the paragraph, the Contractor must comply with the following Commonwealth policies of general application relevant or applicable to this Agreement: Conflicts of interest; Gifts, hospitality and sponsorship; Notification of post separation employment; Management and reporting of unacceptable behaviour; and Incident reporting and management policies as detailed in the DPPM, DI(G) PERS 25-6, DI(G) PERS 25-7, DI(G) PERS.","and PFM; and 
Document Number : LEG.ASCSB.14.HB 
Document Issue : 1 
 
 
 Page 28 of 
32 
BAE SYSTEMS IN CONFIDENCE (c) subject to Commonwealth security requirements, provide to ASC Shipbuilding, any 
documents, information, views, opinions and data to assist in the use of the GFM and PFM 
for this Agreement. 
27.2 The Contractor acknowledges that all GFM and PFM provided to or used by the Contractor or a 
Subcontractor for the purposes of this Agreement remains the property of ASC Shipbuilding or the 
Commonwealth (as applicable). 
27.3 The Contractor shall (and shall ensure that all Contractor’s Personnel) take reasonable care to 
prevent loss of, or damage to, all GFM and PFM. 
27.4 The Contractor shall notify the ASC Shipbuilding Representative within three days after becoming 
aware of any material loss or damage to, or any material defect in, any GFM or PFM provided to, or 
used by, the Contractor or a Subcontractor for the purposes of this Agreement. 
28 Compliance with Commonwealth Policies 
28.1 The Contractor shall comply with, and shall ensure that the Contractor’s Personnel comply with, the 
following Commonwealth policies of general application relevant or applicable to this Agreement: 
(a) Conflicts of interest; Gifts, hospitality and sponsorship; Notification of post separation 
employment; Management and reporting of unacceptable behaviour; and Incident reporting 
and management policies as detailed in the DPPM, DI(G) PERS 25 -6, DI(G) PERS 2 5-
7,DI(G) PERS",53,Minor Services Agreement.docx.pdf
"What policies are detailed in the given paragraph related to post separation employment, management of unacceptable behavior, incident reporting, Australian Defence Force alcohol policy, and Public Interest Disclosure policy?","The policies detailed in the given paragraph include post separation employment, management and reporting of unacceptable behavior, incident reporting and management policies as detailed in DPPM, DI(G) PERS 25-6, DI(G) PERS 25-7, DI(G) PERS 25-4, DI(G) PERS 35-3, and Interim Defence Instruction ADMIN 45-2. Additionally, it includes the Australian Defence Force alcohol policy as detailed in DI(G) PERS 15-1 and the Public Interest Disclosure policy available at http://www.ombudsman.gov.au/Our-responsibilities/making-a-disclosure.","post separation 
employment; Management and reporting of unacceptable behaviour; and Incident reporting 
and management policies as detailed in the DPPM, DI(G) PERS 25 -6, DI(G) PERS 2 5-
7,DI(G) PERS 25 -4, DI(G) PERS 35 -3 and Interim Defence Instruction ADMIN 45 -2; 
(b) Australian Defence Force alcohol policy as detailed in DI(G) PERS 15 -1; and 
(c) Public Interest Disclosure policy as detailed at: 
http://www.ombudsman.gov.au/Our -responsibilities/making -a-disclosure . 
29 Manufacturer Warranties 
29.1 The Contractor shall ensure that ASC Shipbuilding (and the Commonwealth) obtains the benefit of 
any manufacturer, supplier or other third party warranty applicable to the Services (if any), including 
by taking all reasonable endeavours to enforce such a wa rranty on ASC Shipbuilding’s request. 
30 Miscellaneous 
30.1 The Contractor shall not assign or purport to subcontract, assign or transfer this Agreement or any 
of its rights or obligations whether in whole or in part to any other person without the prior written 
consent of ASC Shipbuilding. The parties acknowledge and agree that the Contractor may 
subcontract work under this Agreement to the Subcontractors (and to the extent) nominated in Item 
4 of the Schedule. 
Document Number : LEG.ASCSB.14.HB 
Document Issue : 1 
 
 
 Page 29 of 
32 
BAE SYSTEMS IN CONFIDENCE 30.2 If there is a dispute relating to the Services or to this Agreement which the parties are unable to 
resolve between themselves, the parties must",54,Minor Services Agreement.docx.pdf
What is the process to be followed in case of a dispute relating to the Services or this Agreement that the parties are unable to resolve between themselves?,"If there is a dispute relating to the Services or this Agreement that the parties are unable to resolve between themselves, they must submit to mediation before having recourse to any other dispute resolution process. Written notice of the dispute will be given for it to be submitted to mediation before a mediator chosen by the parties or by the Australian Commercial Disputes Centre (ACDC) if the parties cannot agree. The mediation will be conducted in accordance with the ACDC Commercial Mediation Guidelines, and if the dispute is not resolved within 60 days after notice, the mediation will terminate unless the parties agree otherwise.","1 
 
 
 Page 29 of 
32 
BAE SYSTEMS IN CONFIDENCE 30.2 If there is a dispute relating to the Services or to this Agreement which the parties are unable to 
resolve between themselves, the parties must submit to mediation before having recourse to any 
other dispute resolution process. Written notice of the dispu te will be given for it to be submitted to 
mediation before a mediator chosen by the parties or where the parties cannot agree, by the 
Australian Commercial Disputes Centre (ACDC). The mediation will be conducted in accordance 
with the ACDC Commercial Medi ation Guidelines to the extent that they do not conflict with the 
provisions of this clause. If the dispute is not resolved within 60 days after notice of the dispute, the 
mediation will terminate unless the parties otherwise agree. 
30.3 This Agreement shall be governed in accordance with the laws applicable in the Australian Capital 
Territory. 
30.4 ASC Shipbuilding and the Contractor agree that, with the exception of the Non -Disclosure 
Agreement referred to in clause 15.2, this Agreement represents their entire agreement relating to 
the provision of the Services and the parties agree that this Agreement shall supersede all prior 
representations, agreements, statements and understanding whether orally or in writing relating to 
the provision of the Services. 
30.5 This Agreement can only be amended by written agreement of the parties. 
30.6 To the extent of any inconsistency between the documents",55,Minor Services Agreement.docx.pdf
"According to the paragraph, what is the order of precedence for the documents comprising this Agreement?","The order of precedence for the documents comprising this Agreement, as stated in the paragraph, is as follows: (a) these terms and conditions; (b) the Schedule; (c) the Annexures. This means that in case of any inconsistency between the documents, these terms and conditions take precedence over the Schedule and Annexures.","or in writing relating to 
the provision of the Services. 
30.5 This Agreement can only be amended by written agreement of the parties. 
30.6 To the extent of any inconsistency between the documents comprising this Agreement the following 
order of precedence will apply: 
(a) these terms and conditions; 
(b) the Schedule; 
(c) the Annexures. 
30.7 This Agreement does not create the relationship of employer and employee, principal and agent or 
that of partners between ASC Shipbuilding and the Contractor or the Contractor’s Personnel, and it 
is specifically acknowledged and agreed that the Contractor and any of the Contractor’s Personnel 
are not and are not intended to be an employee, agent or partner of ASC Shipbuilding. Neither the 
Contractor, nor any of the Contractor’s Personnel shall represent themselves, as being employees, 
partners or agents of ASC Shipbuilding or the Commonwealth. 
30.8 The Contractor shall be responsible for all acts or omissions of the Contractor’s Personnel. 
30.9 Unless expressly stated in this Agreement, each party is responsible for its own costs in negotiating 
this Agreement and performing its obligations. 
30.10 Each word, phrase, sentence, paragraph and clause (a “provision”) of this Agreement is severable 
and if a Court determines that a provision is unenforceable, illegal or void the Court may sever that 
provision which become inoperative and such severance wil l not affect the other provisions of this 
Agreement. 
30.11 This",56,Minor Services Agreement.docx.pdf
What provisions survive the termination or earlier expiration of this Agreement?,"Clauses 1, 4, 5, 6, 13, 14, 15, 16, 19, 20, 24, 25, 29, and 30 survive the termination or earlier expiration of this Agreement. These specific clauses continue to be effective even after the Agreement has ended, ensuring their enforcement beyond the termination date.","that a provision is unenforceable, illegal or void the Court may sever that 
provision which become inoperative and such severance wil l not affect the other provisions of this 
Agreement. 
30.11 This Agreement may be executed in counterparts. 
Document Number : LEG.ASCSB.14.HB 
Document Issue : 1 
 
 
 Page 30 of 
32 
BAE SYSTEMS IN CONFIDENCE 30.12 Clauses 1, 4, 5, 6, 13, 14, 15, 16, 19, 20, 24, 25, 29 and 30 survive the termination or earlier 
expiration of this Agreement. 
30.13 Nothing in this Agreement is intended to preclude the parties from discussing opportunities for longer 
term services for the Hunter Class Frigate Program. Any such subcontract negotiated between the 
parties will be subject to and will reflect the terms of the Head Contract , amended as required (as 
determined by ASC Shipbuilding). 
 
 
Document Number : LEG.ASCSB.14.HB 
Document Issue : 1 
 
 
 Page 31 of 
32 
BAE SYSTEMS IN CONFIDENCE EXECUTED as an Agreement. 
SIGNED for and on behalf of 
ASC Shipbuilding Pty Limited by its duly 
authorised representative: 
 
 
.......................................................................... 
Signature 
 
…………………………………………………….. 
Name 
 
…………………………………………………….. 
Position Held 
 
…………………………………………………….. 
Date 
 SIGNED for and on behalf of 
[Enter name of Contractor ] by its duly 
authorised representative: 
 
 
………………………………………………….. 
Signature 
 
………………………………………………….. 
Name 
 
………………………………………………….. 
Position Held 
 
…………………………………………………….. 
Date 
 
 
In",57,Minor Services Agreement.docx.pdf
What is the Contractor Name and Address mentioned in the document?,"The Contractor Name and Address mentioned in the document is Advanced Robotics for Manufacturing Ltd, located at 53 Holland Street, Northgatem QLD 4013.","] by its duly 
authorised representative: 
 
 
………………………………………………….. 
Signature 
 
………………………………………………….. 
Name 
 
………………………………………………….. 
Position Held 
 
…………………………………………………….. 
Date 
 
 
In the presence of: 
 
…………………………………………………….. 
Name 
 
……………………………………………………. 
Witness Signature In the presence of: 
 
…………………………………………………. 
Name 
 
…………………………………………………. 
Witness Signature 
 
Document Number : LEG.ASCSB.14.HB 
Document Issue : 1 
 
 
 Page 32 of 
32 
BAE SYSTEMS IN CONFIDENCE SCHEDULE (NOT APPLICABLE AT THIS STAGE) 
 
Agreement Number: [Enter Agreement number from agreements database] 
Contractor Name and 
Address : Advanced Robotics for Manufacturing Ltd, 
53 Holland Street, Northgatem QLD 4013 
A.C.N. 
A.B.N. 
Item 1: 
(Description of 
Services ) [If the description of the Services is basic and can be clearly and 
completely identified in Item 1, complete Item 1 accordingly. 
If the description of Services is such that a Statement of Work and/or 
Task Form is required to be attached to the Agreement then refer here 
to the Statement of Work and/or Task Form attached at Annex “A] 
Item 2: 
(Term) [Note to ASC Shipbuilding personnel – insert any applicable start date 
or finish date ] 
Item 3: 
(Contract Price and 
Payment Details) Contract Price: [Fixed lump sum price for completion of the Services 
exclusive of GST$ include pricing tables as appropriate ] 
GST amount: [GST amount if applicable ] 
Item 4: 
(Allowed 
subcontracts ) [Insert details of allowed subcontracts ]",58,Minor Services Agreement.docx.pdf
Who are the ministers involved in making the National Reconstruction Fund Corporation (Priority Areas) Declaration 2023?,"The ministers involved in making the National Reconstruction Fund Corporation (Priority Areas) Declaration 2023 are Ed Husic, Minister for Industry and Science, and Katy Gallagher, Minister for Finance.","National Reconstruction Fund Corporation 
(Priority Areas ) Declaration 2023 
We, Ed Husic, Minister for Industry and Science, and Katy Gallagher, Minister for Finance , 
make the following direction . 
Dated : 16 May 2023 
Ed Husic 
Minister for Industry and Science 
 
Dated : 25 May 2023 
Katy Gallagher 
Minister for Finance 
 
 
 
 
 
 
 National Reconstruction Fund Corporation (Priority Areas) Declaration 2023 i 
 
 Contents 
1 Name ................................ ................................ ................................ ................................ ........ 1 
2 Commencement ................................ ................................ ................................ ....................... 1 
3 Authority ................................ ................................ ................................ ................................ .. 1 
4 Definitions ................................ ................................ ................................ ............................... 1 
5 Priority areas of the Australian economy ................................ ................................ ................ 3 
 
 
 
 
 
 
 
 National Reconstruction Fund Corporation (Priority Areas) Declaration 2023 1 
 
 1 Name 
 This instrument is the National Reconstruction Fund Corporation (Priority 
Areas) Declaration 2023 . 
2 Commencement 
 (1) Each provision of this instrument specified in column 1 of the table commences, 
or is taken to have",0,National Reconstruction Fund Corporation.docx.pdf
Under what authority is the National Reconstruction Fund Corporation (Priority Areas) Declaration 2023 made?,"The National Reconstruction Fund Corporation (Priority Areas) Declaration 2023 is made under section 6 of the National Reconstruction Fund Corporation Act 2023. This Act provides the legal basis for the establishment and operation of the National Reconstruction Fund Corporation, which governs the priorities and regulations related to reconstruction activities in the specified areas.","National Reconstruction Fund Corporation (Priority 
Areas) Declaration 2023 . 
2 Commencement 
 (1) Each provision of this instrument specified in column 1 of the table commences, 
or is taken to have commenced, in accordance with column 2 of the table. Any 
other statement in column 2 has effect according to its terms. 
 
Commencement information 
Column 1 Column 2 Column 3 
Provisions Commencement Date/Details 
1. The whole of this 
instrument Immediately after the commencement of the 
National Reconstruction Fund Corporation Act 
2023 . 
Note: This table relates only to the provisions of this instrument as originally made. It will 
not be amended to deal with any later amendments of this instrument. 
 (2) Any information in column 3 of the table is not part of this instrument. 
Information may be inserted in this column, or information in it may be edited, in 
any published version of this instrument. 
3 Authority 
 This instrument is made under section 6 of the National Reconstruction Fund 
Corporation Act 202 3. 
4 Definitions 
 In this instrument: 
Act means the National Reconstruction Fund Corporation Act 202 3. 
aircraft means any machine or craft used in air navigation, however propelled or 
moved. 
animal means any member, alive or dead, of the animal kingdom (other than a 
human being). 
animal product means: 
 (a) an animal; or 
 (b) any part of an animal; or 
 (c) anything produced by an animal; or 
 (d) anything wholly or principally produced from, or wholly or",1,National Reconstruction Fund Corporation.docx.pdf
What is the definition of a plant product according to the given paragraph?,"According to the paragraph, a plant product can be defined as a plant, any part of a plant, or anything produced by a plant. This definition encompasses all products derived from plants, including their parts and by-products such as fruits, leaves, or extracts. It highlights the broad scope of what constitutes a plant product, ranging from the entire plant to its various components and derivatives.","a 
human being). 
animal product means: 
 (a) an animal; or 
 (b) any part of an animal; or 
 (c) anything produced by an animal; or 
 (d) anything wholly or principally produced from, or wholly or principally 
derived from, an animal. 
forest operations includes the production, growing or raising of forest products. 
 
 
 
 
2 National Reconstruction Fund Corporation (Priority Areas) Declaration 2023 
 
 horticultural product has the same meaning as in the Horticulture Marketing 
and Research and Development Services Act 2000 . 
horticulture means the production, growing or raising of horticultural products. 
manufacturing products includes: 
 (a) developing products; and 
 (b) providing logistics relating to products; and 
 (c) distributing products; and 
 (d) producing products; and 
 (e) selling products; and 
 (f) providing after -market services relating to products; and 
 (g) maintaining products. 
mineral means a substance or mixture of substances: 
 (a) occurring naturally as part of the earth’s crust; or 
 (b) dissolved or suspended in water that is on or within the earth’s crust; or 
 (c) that may be extracted or produced from a substance or mixture of 
substances mentioned in paragraph (a) or (b). 
mining industry means the industry of recovering, extracting or producing 
minerals. 
plant means any member, alive or dead, of the plant kingdom, and includes 
fungi. 
plant product means: 
 (a) a plant; or 
 (b) any part of a plant; or 
 (c) anything produced by a",2,National Reconstruction Fund Corporation.docx.pdf
What is the definition of 'plant product' according to the given paragraph?,"According to the paragraph, 'plant product' means any part of a plant, anything produced by a plant, or anything wholly or principally produced from, or wholly or principally derived from, a plant. It includes not only the plant itself but also its parts and products derived from the plant.","minerals. 
plant means any member, alive or dead, of the plant kingdom, and includes 
fungi. 
plant product means: 
 (a) a plant; or 
 (b) any part of a plant; or 
 (c) anything produced by a plant; or 
 (d) anything wholly or principally produced from, or wholly or principally 
derived from, a plant. 
primary industry means an industry that involves: 
 (a) agriculture or the cultivation of land; or 
 (b) the maintenance of animals for commercial purposes; or 
 (c) forest operations; or 
 (d) fishing; or 
 (e) hunting or trapping; or 
 (f) horticulture; or 
 (g) aquaculture. 
processing includes refining, recycling, treating, preparing, transforming or 
modifying . 
produce of a primary industry means animal products, or plant products, that 
result from carrying on a primary industry (whether or not any operations have 
been performed in relation to the products). 
products includes: 
 
 
 
 
 
 National Reconstruction Fund Corporation (Priority Areas) Declaration 2023 3 
 
 (a) equipment; and 
 (b) components; and 
 (c) software; and 
 (d) technologies. 
rail vehicle means a vehicle (including a tram) that is designed to transport 
passengers or goods and operates on a railway (including a vehicle that does not 
have wheels). 
railway means a system by which vehicles are guided: 
 (a) by means of parallel rails; or 
 (b) by means of a single rail. 
road vehicle means a vehicle that is designed to transport passengers or goods by 
land, but does not include a rail vehicle.",3,National Reconstruction Fund Corporation.docx.pdf
What is the definition of a road vehicle according to the given paragraph?,"A road vehicle is defined as a vehicle designed to transport passengers or goods by land, excluding rail vehicles. It can operate on either parallel rails or a single rail for transportation purposes.","(a) by means of parallel rails; or 
 (b) by means of a single rail. 
road vehicle means a vehicle that is designed to transport passengers or goods by 
land, but does not include a rail vehicle. 
ship means any vessel used in navigation by water, however propelled or moved. 
space object means: 
 (a) an object the whole or a part of which is to go into or come back from an 
area beyond the distance of 100 km above mean sea level; or 
 (b) any part of such an object, even if the part is to go only some of the way 
towards or back from an area beyond the distance of 100 km above mean 
sea level. 
therapeutic use means use in or in connection with: 
 (a) preventing, diagnosing, curing or alleviating a disease, ailment, defect or 
injury in persons; or 
 (b) influencing, inhibiting or modifying a physiological process in persons; or 
 (c) testing the susceptibility of persons to a disease or ailment; or 
 (d) influencing, controlling or preventing conception in persons; or 
 (e) testing for pregnancy in persons; or 
 (f) the replacement or modification of parts of the anatomy in persons. 
5 Priority areas of the Australian economy 
Value -add in resources 
 (1) The area of the Australian economy that is involved in: 
 (a) manufacturing products for use in or in connection with the mining 
industry; or 
 (b) manufacturing products for use in or in connection with processing 
minerals; or 
 (c) processing minerals; 
is a priority area of the Australian economy for the purposes of",4,National Reconstruction Fund Corporation.docx.pdf
"What is a priority area of the Australian economy for the purposes of the Act related to mining industry, manufacturing products for processing minerals, and processing minerals?","The priority area of the Australian economy for the purposes of the Act includes the mining industry, manufacturing products for use in or in connection with processing minerals, and processing minerals. This indicates that these sectors are of significant importance and focus in the Australian economy according to the Act.","mining 
industry; or 
 (b) manufacturing products for use in or in connection with processing 
minerals; or 
 (c) processing minerals; 
is a priority area of the Australian economy for the purposes of the Act. 
Value -add in agriculture, forestry and fisheries 
 (2) The area of the Australian economy that is involved in: 
 
 
 
 
4 National Reconstruction Fund Corporation (Priority Areas) Declaration 2023 
 
 (a) manufacturing products for use in or in connection with a primary industry; 
or 
 (b) manufacturing products for use in or in connection with processing 
produce of a primary industry; or 
 (c) processing produce of a primary industry; 
is a priority area of the Australian economy for the purposes of the Act. 
Transport 
 (3) The area of the Australian economy that is involved in manufacturing any of the 
following products : 
 (a) aircraft, road vehicles, rail vehicles or ships; 
 (b) products for use in or in connection with aircraft, road vehicles, rail 
vehicles or ships; 
is a priority area of the Australian economy for the purposes of the Act. 
Medical science 
 (4) The area of the Australian economy that is involved in manufacturing products 
for therapeutic use is a priority area of the Australian economy for the purposes 
of the Act. 
Renewables and low emission technologies 
 (5) The area of the Australian economy that is involved in manufacturing products 
for use in or in connection with: 
 (a) renewable energy generation, transmission, distribution or",5,National Reconstruction Fund Corporation.docx.pdf
Who runs through how a donated bale is sorted at Salvation Army and explains the selection of items for each category?,"Madeleine runs through how a donated bale is sorted at Salvation Army and explains the selection of items for each category, including Designers / Boutique, Resale locally, Export grade, B Grade / Single Fiber / Rag, Waste, Manchester, and Non-textiles. She breaks down the bale and volunteers sort items into piles in front of the pre-sorted piles.","Notes – meeting 11/10/21 – 3pm 
Bale breakdown 
Section 1 
Madeleine 
• Runs through how a donated bale is sorted at Salvation Army 
• How they selected each item for each category – explaining 1x pile at a time. 
o Category 1 – Designers / Boutique 
o Category 2 – Resale locally 
o Category 3 – Export grade 
o Category 4 – B Grade / Single Fiber / Rag 
o Category 5 – Waste 
o Category 6 – Manchester 
o Category 7 – Non-textiles 
• Break down the bale. Madeline to take a small portion. Volunteers to sort items to piles in 
front of the pre -sorted piles. 
Section 2 
Each category is presented in more detail by each expert. 
o Category 1 – Designers / Boutique – Lydia Pearson (AP) 
o Category 2 – Resale locally – Yas (AP) 
o Category 3 – Export grade – Meriel (AP) 
o Category 4 – B Grade / Single Fiber / Rag – Navarro Enterprises (LH) 
o Category 5 – Waste – Thea (AP) 
o Category 6 – Manchester - Meriel 
o Category 7 – Non-textiles 
 Bale Break -apart Part 3 
After the challenges of sorting and value categories are discussed around the physical bales, each 
group is to break -out into their assigned groups. There will be 4no. in -person round table 
discussions, and 2no. virtual break -out rooms. Each virtual room is to have a physical attendee that 
is familiar with Zoom and Padlet (for virtual sticky notes). 
Each group will be asked to respond to the following activities. There is 1no. nominated facilitator in 
each group that is responsible for driving the discussion and",0,Notes.docx.pdf
What is the role of the nominated facilitator in each group and what are their responsibilities during the activities?,The role of the nominated facilitator in each group is to drive the discussion and record items during the activities. They are responsible for facilitating the group's engagement and ensuring that the discussion progresses smoothly. The facilitator plays a key role in guiding the group through the activities and capturing important information for further analysis.,"(for virtual sticky notes). 
Each group will be asked to respond to the following activities. There is 1no. nominated facilitator in 
each group that is responsible for driving the discussion and for recording items. 
Activity 1 
Introduce yourself and your organization to the group . Please also explain why you are interested in 
addressing the textile waste challenge. 
Activity 2 
Identify other value categories that were not discussed today during the bale break -apart. For 
example, a re there sub -categories that you are awa re of ? 
 
Break -out Groups Part 1 
In this segment, each group will again break -out into their assigned groups and d eep dive into the 
hidden value within each category. Each group chooses 3 - 4 value categories to further interrogate. 
Activity 1 
Select 3 to 4 value categories that your group identified in the previous segment . These categories 
are to represent the highest potential economic value. 
Activity 2 
Discuss the uncaptured economic value of these selected 3 – 4 categories . 
 
Break -out Groups Part 2 
Activity 1 
As a group, choose 1 value category that best represent s the biggest economic opportunity. 
Activity 2 
Discuss how technology or your workforce could be utilised to sort for this category. 
Break -out Groups Part 3 
Activity 1 
Discuss the potential business/economic model that could support textile sorting for your identified 
category. Who, what, where and how a human -assisted technology solution could be adopted by",1,Notes.docx.pdf
